,Date,Form,New,Matters_level01,Matters_level2
3695,1729-06-07T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3696,1729-06-15T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3697,1729-07-11T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3698,1729-07-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3699,1729-07-25T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3700,1729-08-11T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3701,1729-09-09T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3702,1729-12-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3704,1729-12-09T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3706,1730-01-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3707,1730-02-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3708,1730-03-17T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3709,1730-04-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3710,1730-04-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3711,1730-04-19T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3712,1730-04-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3713,1730-04-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3714,1730-06-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3715,1730-06-09T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3716,1730-06-28T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
3717,1730-06-30T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3718,1730-08-30T00:00:00Z,Jägermandat,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3719,1730-10-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3720,1730-11-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3721,1730-11-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3722,1730-11-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3723,1730-12-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3724,1731-01-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3725,1731-02-07T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Agriculture
3726,1731-02-13T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
3727,1731-04-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3729,1731-06-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3730,1731-06-18T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3731,1731-07-03T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3732,1731-08-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3734,1731-08-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3735,1731-09-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3736,1731-09-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3737,1731-09-20T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3738,1731-11-21T00:00:00Z,Ordnung,False,1 Social Order and Religion,Marginal Groups
3739,1731-12-13T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3740,1732-01-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3741,1732-02-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3742,1732-02-19T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3743,1732-02-26T00:00:00Z,Juratenordnung,True,1 Social Order and Religion,Matters of Religion
3744,1732-02-26T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3745,1732-02-26T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3746,1732-02-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3747,1732-03-03T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
3748,1732-04-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3749,1732-05-27T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3750,1732-08-25T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3751,1732-09-16T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3753,1732-10-30T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3754,1732-12-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3755,1732-12-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3756,1732-12-27T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3757,1733-01-15T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3758,1733-01-20T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
3759,1733-01-27T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3760,1733-02-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3762,1733-04-03T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3764,1733-04-11T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3767,1733-05-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3769,1733-06-13T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
3770,1733-07-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
3771,1733-08-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3772,1733-09-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3774,1733-11-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3777,1733-12-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3778,1733-12-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3779,1734-01-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3780,1734-01-16T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3782,1734-01-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3783,1734-02-23T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3784,1734-03-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3786,1734-04-21T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3787,1734-04-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3788,1734-05-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3789,1734-07-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3790,1734-08-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3791,1734-08-31T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3792,1734-11-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3793,1734-12-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3794,1734-12-15T00:00:00Z,Verordnung,False,1 Social Order and Religion,Matters of Religion
3795,1734-12-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3796,1734-12-30T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3797,1735-01-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3798,1735-01-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3800,1735-01-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3801,1735-02-16T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3804,1735-03-17T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3807,1735-03-31T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3808,1735-03-31T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3809,1735-04-25T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3810,1735-07-13T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3811,1735-08-30T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3812,1735-09-20T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3813,1735-09-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3814,1735-11-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3815,1735-11-16T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3816,1735-12-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3817,1735-12-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3818,1736-01-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3819,1736-02-14T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3820,1736-02-17T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3821,1736-03-10T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3822,1736-03-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3824,1736-05-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3826,1736-07-02T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3827,1736-08-28T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
3828,1736-09-10T00:00:00Z,Mandat,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3829,1736-10-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3830,1736-12-13T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3832,1736-12-20T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3833,1737-01-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3834,1737-01-22T00:00:00Z,Jägermandat,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3835,1737-01-22T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3836,1737-03-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3837,1737-03-18T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
3838,1737-05-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3839,1737-08-21T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3843,1738-03-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3844,1738-03-24T00:00:00Z,Mandat,True,4 Economic order. Work and professional regulations,Trade and Services
3846,1738-04-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3847,1738-04-10T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3848,1738-05-25T00:00:00Z,Mandat,True,5 Land Divisions,Land Real Estate
3849,1738-06-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3851,1738-08-22T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3852,1738-09-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3853,1738-09-19T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3854,1738-10-06T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3855,1738-11-22T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3856,1738-12-15T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3857,1738-12-16T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3858,1738-12-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3859,1738-12-29T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3860,1739-01-05T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3861,1739-01-09T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3862,1739-01-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3863,1739-01-27T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
